Site,Location,Criteria,Areaha (acre),Year_num,lat,lon,country,site_page_name,site_page_link
Royal Hill of Ambohimanga,"MadAntananarivo, Madagascar18°45′33″S 47°33′46″E﻿ / ﻿18.759170°S 47.562780°E﻿ / -18.759170; 47.562780﻿ (Royal Hill of Ambohimanga)","Cultural:MadRoy(iii), (iv), (vi)",7005590000000000000♠59 (150),2006,18.759166717529297,47.56277847290039,Madagascar,/wiki/Royal_Hill_of_Ambohimanga,https://en.wikipedia.org/wiki/Royal_Hill_of_Ambohimanga
Royal Palaces of Abomey,"BenZou Department, Benin7°11′00″N 1°59′00″E﻿ / ﻿7.183333°N 1.983333°E﻿ / 7.183333; 1.983333﻿ (Royal Palaces of Abomey)","Cultural:BenRoy(iii), (iv)",7005480000000000000♠48 (120),2006,7.183333396911621,1.9833333492279053,Benin,/wiki/Royal_Palaces_of_Abomey,https://en.wikipedia.org/wiki/Royal_Palaces_of_Abomey
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,"TanKilwa District, Tanzania, United Republic of8°57′28″S 39°31′22″E﻿ / ﻿8.957780°S 39.522780°E﻿ / -8.957780; 39.522780﻿ (Ruins of Kilwa Kisiwani and Ruins of Songo Mnara)",Cultural:TanRui(iii),—,2006,8.957777976989746,39.52277755737305,Tanzania,NA,https://en.wikipedia.orgNA
Ruins of Loropéni,"BurLoropéni, Burkina Faso10°15′00″N 3°35′00″W﻿ / ﻿10.25°N 3.583333°W﻿ / 10.25; -3.583333﻿ (Ruins of Loropéni)",Cultural:BurRui(iii),7004110000000000000♠1.1 (2.7),2006,10.25,3.5833332538604736,Burkina Faso,/wiki/Ruins_of_Lorop%C3%A9ni,https://en.wikipedia.org/wiki/Ruins_of_Lorop%C3%A9ni
Sacred Mijikenda Kaya Forests,"KenCoast Province, Kenya3°55′55″S 39°35′46″E﻿ / ﻿3.931944°S 39.596111°E﻿ / -3.931944; 39.596111﻿ (Sacred Mijikenda Kaya Forests)","Cultural:KenSac(iii), (v), (vi)","7007153800000000000♠1,538 (3,800)",2006,3.9319443702697754,39.59611129760742,Kenya,/wiki/Kaya_(Mijikenda),https://en.wikipedia.org/wiki/Kaya_(Mijikenda)
Saint Catherine Area,"EgySouth Sinai Governorate, Egypt28°33′22″N 33°58′32″E﻿ / ﻿28.556230°N 33.975430°E﻿ / 28.556230; 33.975430﻿ (Saint Catherine Area)","Cultural:EgySai(i), (iii),(iv), (vi)","7008601000000000000♠60,100 (149,000)",2006,28.556110382080078,33.975555419921875,Egypt,/wiki/Saint_Catherine%27s_Monastery,https://en.wikipedia.org/wiki/Saint_Catherine%27s_Monastery
Saloum Delta,Sen Senegal13°50′07″N 16°29′55″W﻿ / ﻿13.835278°N 16.498611°W﻿ / 13.835278; -16.498611﻿ (Saloum Delta),"Cultural:SenSal(iii), (iv), (v)","7009145811000000000♠145,811 (360,310)",2006,13.835277557373047,16.498611450195312,Senegal,/wiki/Saloum_Delta_National_Park,https://en.wikipedia.org/wiki/Saloum_Delta_National_Park
San Cristóbal de la Laguna,"SpaProvince of Santa Cruz de Tenerife, Spain28°28′40″N 16°18′42″W﻿ / ﻿28.477889°N 16.311778°W﻿ / 28.477889; -16.311778﻿ (San Cristóbal de La Laguna)","Cultural:SpaSan(ii), (iv)",7005600000000000000♠60 (150),2006,28.4777774810791,16.31166648864746,Spain,/wiki/San_Crist%C3%B3bal_de_la_Laguna,https://en.wikipedia.org/wiki/San_Crist%C3%B3bal_de_la_Laguna
Stone Circles of Senegambia,"GamXCentral River Divisionand Kaolack Region, Gambia* Senegal*13°41′28″N 15°31′21″W﻿ / ﻿13.691111°N 15.522500°W﻿ / 13.691111; -15.522500﻿ (Stone Circles of Senegambia)","Cultural:GamSto(i), (iii)",7005100000000000000♠10 (25),2006,13.69111156463623,15.522500038146973,Gambia,/wiki/Stone_Circles_of_Senegambia,https://en.wikipedia.org/wiki/Stone_Circles_of_Senegambia
Stone Town of Zanzibar,"TanZanzibar, Tanzania, United Republic of6°09′47″S 39°11′21″E﻿ / ﻿6.163060°S 39.189170°E﻿ / -6.163060; 39.189170﻿ (Stone Town of Zanzibar)","Cultural:TanSton(ii), (iii), (vi)",7005960000000000000♠96 (240),2006,6.163055419921875,39.18916702270508,Tanzania,/wiki/Stone_Town_of_Zanzibar,https://en.wikipedia.org/wiki/Stone_Town_of_Zanzibar
Sukur Cultural Landscape,"Niger2Madagali, Nigeria10°44′26″N 13°34′19″E﻿ / ﻿10.740560°N 13.571940°E﻿ / 10.740560; 13.571940﻿ (Sukur Cultural Landscape)","Cultural:Niger2Suk(iii), (v), (vi)",—,2006,2,10.740555763244629,Niger,/wiki/Sukur_Cultural_Landscape,https://en.wikipedia.org/wiki/Sukur_Cultural_Landscape
Thimlich Ohinga Archaeological Site,"KenMigori County, Kenya0°58′23″S 34°15′30″E﻿ / ﻿0.9731°S 34.2583°E﻿ / -0.9731; 34.2583﻿ (Thimlich Ohinga)","Cultural:KenThi(iii), (iv), (v)",7005210000000000000♠21 (52),2006,0.9730555415153503,34.25833511352539,Kenya,/wiki/Thimlich_Ohinga,https://en.wikipedia.org/wiki/Thimlich_Ohinga
Timbuktu,"MaliTimbuktu Cercle, Mali16°46′24″N 2°59′58″W﻿ / ﻿16.773333°N 2.999444°W﻿ / 16.773333; -2.999444﻿ (Timbuktu)","Cultural:MaliTim(ii), (iv), (v)",—,2006,16.773332595825195,2.9994444847106934,Mali,/wiki/Timbuktu,https://en.wikipedia.org/wiki/Timbuktu
Timgad,"AlgBatna Province, Algeria35°29′03″N 6°28′07″E﻿ / ﻿35.484167°N 6.468611°E﻿ / 35.484167; 6.468611﻿ (Timgad)","Cultural:AlgTim(ii), (iii), (iv)",7002400000000000000♠0.04 (0.099),2006,35.48416519165039,6.468611240386963,Algeria,/wiki/Timgad,https://en.wikipedia.org/wiki/Timgad
Tipasa,"AlgTipaza, Algeria36°35′31″N 2°26′58″E﻿ / ﻿36.591944°N 2.449444°E﻿ / 36.591944; 2.449444﻿ (Tipasa)","Cultural:AlgTip(iii), (iv)",7005520000000000000♠52 (130),2006,36.59194564819336,2.449444532394409,Algeria,/wiki/Tipaza,https://en.wikipedia.org/wiki/Tipaza
Tiya,"EthSouthern Nations, Nationalities, and People's Region, Ethiopia8°26′06″N 38°36′44″E﻿ / ﻿8.434910°N 38.612100°E﻿ / 8.434910; 38.612100﻿ (Tiya)","Cultural:EthTiy(i), (iv)",—,2006,8.4350004196167,38.612220764160156,Ethiopia,/wiki/Tiya_(archaeological_site),https://en.wikipedia.org/wiki/Tiya_(archaeological_site)
Tomb of Askia,"MaliGao Region, Mali16°17′23″N 0°02′40″E﻿ / ﻿16.289800°N 0.044560°E﻿ / 16.289800; 0.044560﻿ (Tomb of Askia)","Cultural:MaliTom(ii), (iii), (iv)",7004400000000000000♠4 (9.9),2006,16.289722442626953,0.04444444552063942,Mali,/wiki/Tomb_of_Askia,https://en.wikipedia.org/wiki/Tomb_of_Askia
Tombs of Buganda Kings at Kasubi,"UgandaKampala District, Uganda0°20′55″N 32°33′05″E﻿ / ﻿0.348611°N 32.551389°E﻿ / 0.348611; 32.551389﻿ (Tombs of Buganda Kings at Kasubi)","Cultural:UgandaTom(i), (iii),(iv), (vi)",7005270000000000000♠27 (67),2006,0.34861111640930176,32.551387786865234,Uganda,/wiki/Tombs_of_Buganda_Kings_at_Kasubi,https://en.wikipedia.org/wiki/Tombs_of_Buganda_Kings_at_Kasubi
Tsodilo,"BotNorth-West, Botswana18°45′00″S 21°44′00″E﻿ / ﻿18.75°S 21.733333°E﻿ / -18.75; 21.733333﻿ (Tsodilo)","Cultural:BotTso(i), (iii), (vi)","7007480000000000000♠4,800 (12,000)",2006,18.75,21.733333587646484,Botswana,/wiki/Tsodilo,https://en.wikipedia.org/wiki/Tsodilo
Twyfelfontein or /Ui-//aes,"NamTwyKunene, Namibia20°35′44″S 14°22′21″E﻿ / ﻿20.595583°S 14.372583°E﻿ / -20.595583; 14.372583﻿ (Twyfelfontein or /Ui-//aes)","Cultural:NamTwy(iii), (v)",7005570000000000000♠57 (140),2006,20.595556259155273,14.3725004196167,Namibia,/wiki/Twyfelfontein,https://en.wikipedia.org/wiki/Twyfelfontein
Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,"Nipisat, western  Greenland, Kingdom of Denmark67°3′50″N 51°25′59″W﻿ / ﻿67.06389°N 51.43306°W﻿ / 67.06389; -51.43306﻿ (Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea)",Cultural:(v),"7009417800000000000♠417,800 (1,032,000)",2018,67.06388854980469,51.43305587768555,Greenland,NA,https://en.wikipedia.orgNA
Agave Landscape and Ancient Industrial Facilities of Tequila,"Jalisco,  Mexico20°51′47″N 103°46′43″W﻿ / ﻿20.86306°N 103.77861°W﻿ / 20.86306; -103.77861﻿ (Agave Landscape and Ancient Industrial Facilities of Tequila)","Cultural:(ii), (iv), (v), (vi)","7008340190000000000♠34,019 (84,060); buffer zone 51,261 (126,670)",2018,20.863056182861328,103.77861022949219,Mexico,/wiki/Agave_Landscape_and_Ancient_Industrial_Facilities_of_Tequila,https://en.wikipedia.org/wiki/Agave_Landscape_and_Ancient_Industrial_Facilities_of_Tequila
Aqueduct of Padre Tembleque Hydraulic System,"Hidalgo and Estado de México,  Mexico19°50′07″N 98°39′45″W﻿ / ﻿19.835278°N 98.662567°W﻿ / 19.835278; -98.662567﻿ (Aqueduct of Padre Tembleque Hydraulic System)","Cultural:(i), (ii), (iv)","7007654000000000000♠6,540 (16,200); buffer zone 34,820 (86,000)",2018,19.835277557373047,98.6624984741211,Mexico,/wiki/Aqueduct_of_Padre_Tembleque,https://en.wikipedia.org/wiki/Aqueduct_of_Padre_Tembleque
Archaeological Monuments Zone of Xochicalco,"MexicoMiacatlán, Morelos Mexico18°48′37″N 99°16′30″W﻿ / ﻿18.81028°N 99.27500°W﻿ / 18.81028; -99.27500﻿ (Archaeological Monuments Zone of Xochicalco)","Cultural:(iii), (iv)","7006708000000000000♠708 (1,750)",2018,18.810277938842773,99.2750015258789,Mexico,/wiki/Archaeological_Monuments_Zone_of_Xochicalco,https://en.wikipedia.org/wiki/Archaeological_Monuments_Zone_of_Xochicalco
"Archaeological Zone of Paquimé, Casas Grandes","Chihuahua,  Mexico30°22′33″N 107°57′20″W﻿ / ﻿30.37583°N 107.95556°W﻿ / 30.37583; -107.95556﻿ (Archaeological Zone of Paquimé, Casas Grandes)","Cultural:(iii), (iv)",—,2018,30.37583351135254,107.95555877685547,Mexico,"/wiki/Archaeological_Zone_of_Paquim%C3%A9,_Casas_Grandes","https://en.wikipedia.org/wiki/Archaeological_Zone_of_Paquim%C3%A9,_Casas_Grandes"
Cahokia Mounds State Historic Site,"United StatesIllinois, United States38°39′31″N 90°3′41″W﻿ / ﻿38.65861°N 90.06139°W﻿ / 38.65861; -90.06139﻿ (Cahokia Mounds State Historic Site)","Cultural:(iii), (iv)",—,2018,38.65861129760742,90.06138610839844,United States,/wiki/Cahokia_Mounds_State_Historic_Site,https://en.wikipedia.org/wiki/Cahokia_Mounds_State_Historic_Site
Camino Real de Tierra Adentro,Mexico22°36′N 102°23′W﻿ / ﻿22.600°N 102.383°W﻿ / 22.600; -102.383﻿ (Camino Real de Tierra Adentro),"Cultural:(ii), (iv)","7007310200000000000♠3,102 (7,670); buffer zone 268,057 (662,380)",2018,22.600000381469727,102.38333129882812,Mexico,/wiki/Camino_Real_de_Tierra_Adentro,https://en.wikipedia.org/wiki/Camino_Real_de_Tierra_Adentro
Central University City Campus of the National Autonomous University of Mexico,"Mexico City,  Mexico19°19′56″N 99°11′17″W﻿ / ﻿19.33222°N 99.18806°W﻿ / 19.33222; -99.18806﻿ (Central University City Campus of the Universidad Nacional Autónoma de México (UNAM))","Cultural:(i), (ii), (iv)","7006177000000000000♠177 (440); buffer zone 1,102 (2,720)",2018,19.33222198486328,99.18805694580078,Mexico,NA,https://en.wikipedia.orgNA
Chaco Culture,"United StatesNew Mexico, United States36°3′50″N 107°58′15″W﻿ / ﻿36.06389°N 107.97083°W﻿ / 36.06389; -107.97083﻿ (Chaco Culture)",Cultural:(iii),—,2018,36.06388854980469,107.97083282470703,United States,/wiki/Chaco_Culture,https://en.wikipedia.org/wiki/Chaco_Culture
Earliest 16th-century Monasteries on the Slopes of Popocatepetl,"Morelos and Puebla,  Mexico18°56′N 98°54′W﻿ / ﻿18.933°N 98.900°W﻿ / 18.933; -98.900﻿ (Earliest 16th-Century Monasteries on the Slopes of Popocatepetl)","Cultural:(ii), (iv)",—,2018,18.933332443237305,98.9000015258789,Mexico,/wiki/Monasteries_on_the_slopes_of_Popocat%C3%A9petl,https://en.wikipedia.org/wiki/Monasteries_on_the_slopes_of_Popocat%C3%A9petl
Prehistoric city of El Tajín,"Veracruz,  Mexico20°28′35″N 97°22′39″W﻿ / ﻿20.47639°N 97.37750°W﻿ / 20.47639; -97.37750﻿ (El Tajin, Pre-Hispanic City)","Cultural:(iii), (iv)",—,2018,20.476388931274414,97.37750244140625,Mexico,NA,https://en.wikipedia.orgNA
Franciscan Missions in the Sierra Gorda of Querétaro,"Querétaro,  Mexico21°12′16″N 99°27′51″W﻿ / ﻿21.20444°N 99.46417°W﻿ / 21.20444; -99.46417﻿ (Franciscan Missions in the Sierra Gorda of Querétaro)","Cultural:(ii), (iii)",7006104000000000000♠104 (260),2018,21.204444885253906,99.46416473388672,Mexico,/wiki/Franciscan_Missions_in_the_Sierra_Gorda,https://en.wikipedia.org/wiki/Franciscan_Missions_in_the_Sierra_Gorda
Head-Smashed-In Buffalo Jump,CanadaAlberta Canada49°44′58″N 113°37′26″W﻿ / ﻿49.74944°N 113.62389°W﻿ / 49.74944; -113.62389﻿ (Head-Smashed-In Buffalo Jump),Cultural:(vi),—,2018,49.74944305419922,113.62388610839844,Canada,/wiki/Head-Smashed-In_Buffalo_Jump,https://en.wikipedia.org/wiki/Head-Smashed-In_Buffalo_Jump
"Historic Town of St George and Related Fortifications, Bermuda","BermudaSt. George Bermuda,  United Kingdom32°22′46″N 64°40′40″W﻿ / ﻿32.37944°N 64.67778°W﻿ / 32.37944; -64.67778﻿ (Historic Town of St George and Related Fortifications, Bermuda)",Cultural:(iv),7006258000000000000♠258 (640),2018,0.6994444727897644,64.67778015136719,United Kingdom,NA,https://en.wikipedia.orgNA
Historic Centre of Mexico City and Xochimilco,"Mexico City,  Mexico19°25′6″N 99°7′58″W﻿ / ﻿19.41833°N 99.13278°W﻿ / 19.41833; -99.13278﻿ (Historic Centre of Mexico City and Xochimilco)","Cultural:(ii), (iii), (iv), (v)",—,2018,19.418333053588867,99.13277435302734,Mexico,NA,https://en.wikipedia.orgNA
Historic Centre of Morelia,"Michoacán,  Mexico19°42′16″N 101°11′30″W﻿ / ﻿19.70444°N 101.19167°W﻿ / 19.70444; -101.19167﻿ (Historic Centre of Morelia)","Cultural:(ii), (iv), (vi)",7006390000000000000♠390 (960),2018,19.704444885253906,101.19166564941406,Mexico,/wiki/Historic_Centre_of_Morelia,https://en.wikipedia.org/wiki/Historic_Centre_of_Morelia
Historic Centre of Oaxaca and Archaeological Site of Monte Albán,"Oaxaca,  Mexico17°3′43″N 96°43′18″W﻿ / ﻿17.06194°N 96.72167°W﻿ / 17.06194; -96.72167﻿ (Historic Centre of Oaxaca and Archaeological Site of Monte Albán)","Cultural:(i), (ii), (iii), (iv)",7006375000000000000♠375 (930); buffer zone 121 (300),2018,17.06194496154785,96.72166442871094,Mexico,NA,https://en.wikipedia.orgNA
Historic Centre of Zacatecas,"Zacatecas, Zacatecas,  Mexico22°46′0″N 102°33′20″W﻿ / ﻿22.76667°N 102.55556°W﻿ / 22.76667; -102.55556﻿ (Historic Centre of Zacatecas)","Cultural:(ii), (iv)",7006110000000000000♠110 (270),2018,22.766666412353516,102.55555725097656,Mexico,/wiki/Historic_Centre_of_Zacatecas,https://en.wikipedia.org/wiki/Historic_Centre_of_Zacatecas
Historic District of Old Québec,"CanadaQuebec City, Quebec Canada46°48′34″N 71°12′38″W﻿ / ﻿46.80944°N 71.21056°W﻿ / 46.80944; -71.21056﻿ (Historic District of Old Québec)","Cultural:(iv), (vi)",—,2018,46.809444427490234,71.21055603027344,Canada,NA,https://en.wikipedia.orgNA
Historic Fortified Town of Campeche,"Campeche, Campeche,  Mexico19°50′47″N 90°32′14″W﻿ / ﻿19.84639°N 90.53722°W﻿ / 19.84639; -90.53722﻿ (Historic Fortified Town of Campeche)","Cultural:(ii), (iv)",7006181000000000000♠181 (450),2018,19.846389770507812,90.53722381591797,Mexico,/wiki/Historic_Fortified_Town_of_Campeche,https://en.wikipedia.org/wiki/Historic_Fortified_Town_of_Campeche
Historic Monuments Zone of Querétaro,"Querétaro, Querétaro,  Mexico20°35′0″N 100°22′0″W﻿ / ﻿20.58333°N 100.36667°W﻿ / 20.58333; -100.36667﻿ (Historic Monuments Zone of Querétaro)","Cultural:(ii), (iv)",—,2018,20.58333396911621,100.36666870117188,Mexico,/wiki/Historic_Monuments_Zone_of_Quer%C3%A9taro,https://en.wikipedia.org/wiki/Historic_Monuments_Zone_of_Quer%C3%A9taro
Historic Monuments Zone of Tlacotalpan,"Tlacotalpan, Veracruz,  Mexico18°36′30″N 95°39′30″W﻿ / ﻿18.60833°N 95.65833°W﻿ / 18.60833; -95.65833﻿ (Historic Monuments Zone of Tlacotalpan)","Cultural:(ii), (iv)",—,2018,18.608333587646484,95.65833282470703,Mexico,/wiki/Historic_Monuments_Zone_of_Tlacotalpan,https://en.wikipedia.org/wiki/Historic_Monuments_Zone_of_Tlacotalpan
Historic Town of Guanajuato and Adjacent Mines,"Guanajuato, Guanajuato,  Mexico21°1′1″N 101°15′20″W﻿ / ﻿21.01694°N 101.25556°W﻿ / 21.01694; -101.25556﻿ (Historic Town of Guanajuato and Adjacent Mines)","Cultural:(i), (ii), (iv), (vi)",7006190000000000000♠190 (470),2018,21.016944885253906,101.25555419921875,Mexico,/wiki/Historic_Town_of_Guanajuato_and_Adjacent_Mines,https://en.wikipedia.org/wiki/Historic_Town_of_Guanajuato_and_Adjacent_Mines
"Hospicio Cabañas, Guadalajara","Guadalajara, Jalisco,  Mexico20°40′26″N 103°20′23″W﻿ / ﻿20.67389°N 103.33972°W﻿ / 20.67389; -103.33972﻿ (Hospicio Cabañas, Guadalajara)","Cultural:(i), (ii), (iii), (iv)",—,2018,20.67388916015625,103.3397216796875,Mexico,"/wiki/Hospicio_Caba%C3%B1as,_Guadalajara","https://en.wikipedia.org/wiki/Hospicio_Caba%C3%B1as,_Guadalajara"
Independence Hall,"United StatesPhiladelphia, Pennsylvania, United States39°56′55″N 75°9′0″W﻿ / ﻿39.94861°N 75.15000°W﻿ / 39.94861; -75.15000﻿ (Independence Hall)",Cultural:(vi),—,2018,39.948612213134766,75.1500015258789,United States,/wiki/Independence_Hall,https://en.wikipedia.org/wiki/Independence_Hall
Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,"Kujalleq, southern  Greenland, Kingdom of Denmark61°9′52″N 45°35′52″W﻿ / ﻿61.16444°N 45.59778°W﻿ / 61.16444; -45.59778﻿ (Kujataa: Norse and Inuit Farming at the Edge of the Ice Cap)",Cultural:(v),"7008348920000000000♠34,892 (86,220)",2018,61.16444396972656,45.5977783203125,Greenland,/wiki/Kujataa,https://en.wikipedia.org/wiki/Kujataa
La Fortaleza and San Juan National Historic Site in Puerto Rico,"United StatesSan Juan, Puerto Rico, United States18°28′0″N 66°7′30″W﻿ / ﻿18.46667°N 66.12500°W﻿ / 18.46667; -66.12500﻿ (La Fortaleza and San Juan National Historic Site in Puerto Rico)",Cultural:(vi),—,2018,18.46666717529297,66.125,United States,NA,https://en.wikipedia.orgNA
Landscape of Grand Pré,"CanadaNova Scotia, Canada45°7′6″N 64°18′26″W﻿ / ﻿45.11833°N 64.30722°W﻿ / 45.11833; -64.30722﻿ (Landscape of Grand Pré)","Cultural:(v), (vi)","7007132300000000000♠1,323 (3,270)",2018,45.11833190917969,64.307220458984375,Canada,/wiki/Grand-Pr%C3%A9_National_Historic_Site,https://en.wikipedia.org/wiki/Grand-Pr%C3%A9_National_Historic_Site
L'Anse aux Meadows National Historic Site,CanadaNewfoundland and Labrador Canada51°28′0″N 55°37′0″W﻿ / ﻿51.46667°N 55.61667°W﻿ / 51.46667; -55.61667﻿ (L’Anse aux Meadows National Historic Site),Cultural:(vi),—,2018,51.46666717529297,55.61666488647461,Canada,NA,https://en.wikipedia.orgNA
Luis Barragán House and Studio,"Mexico City,  Mexico19°25′6″N 99°11′54″W﻿ / ﻿19.41833°N 99.19833°W﻿ / 19.41833; -99.19833﻿ (Luis Barragán House and Studio)","Cultural:(i), (ii)",7003120000000000000♠0.12 (0.30); buffer zone 23 (57),2018,19.418333053588867,99.198333740234375,Mexico,/wiki/Luis_Barrag%C3%A1n_House_and_Studio,https://en.wikipedia.org/wiki/Luis_Barrag%C3%A1n_House_and_Studio
Mesa Verde National Park,"United StatesColorado, United States37°15′42″N 108°29′8″W﻿ / ﻿37.26167°N 108.48556°W﻿ / 37.26167; -108.48556﻿ (Mesa Verde National Park)",Cultural:(iii),—,2018,37.26166534423828,108.48555755615234,United States,/wiki/Mesa_Verde_National_Park,https://en.wikipedia.org/wiki/Mesa_Verde_National_Park
Monticello and the University of Virginia in Charlottesville,"United StatesVirginia, United States38°1′58″N 78°30′14″W﻿ / ﻿38.03278°N 78.50389°W﻿ / 38.03278; -78.50389﻿ (Monticello and the University of Virginia in Charlottesville)","Cultural:(i), (iv), (vi)",—,2018,38.03277587890625,78.50389099121094,United States,NA,https://en.wikipedia.orgNA
Pimachiowin Aki,"Manitoba and Ontario,  Canada51°49′0″N 95°24′0″W﻿ / ﻿51.81667°N 95.40000°W﻿ / 51.81667; -95.40000﻿ (Pimachiowin Aki)","Cultural:(iii), (vi), (ix)","7010290400000000000♠2,904,000 (7,180,000); buffer zone 3,592,000 (8,880,000)",2018,51.81666564941406,95.4000015258789,Canada,/wiki/Pimachiowin_Aki,https://en.wikipedia.org/wiki/Pimachiowin_Aki
Monumental Earthworks of Poverty Point,"United StatesLouisiana, United States
32°38′13″N 91°24′23″W﻿ / ﻿32.63694°N 91.40639°W﻿ / 32.63694; -91.40639﻿ (Monumental Earthworks of Poverty Point)",Cultural:(iii),7006163000000000000♠163 (400),2018,32.63694381713867,91.40638732910156,United States,/wiki/Poverty_Point,https://en.wikipedia.org/wiki/Poverty_Point
Old Town Lunenburg,CanadaNova Scotia Canada44°22′34″N 64°18′33″W﻿ / ﻿44.37611°N 64.30917°W﻿ / 44.37611; -64.30917﻿ (Old Town Lunenburg),"Cultural:(iv), (v)",—,2018,44.3761100769043,64.30916595458984,Canada,"/wiki/Lunenburg,_Nova_Scotia","https://en.wikipedia.org/wiki/Lunenburg,_Nova_Scotia"
